launch_position,observation_id,phase,attempt_id,requested_output_tokens,api_max_output_tokens,custom_id,seed
478,prod-t00100-k0190,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
479,prod-t01000-k0294,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
480,prod-t01000-k0243,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
481,prod-t01000-k0199,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
482,prod-t01000-k0054,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
483,prod-t01000-k0152,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
484,prod-t03000-k0395,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
485,prod-t03000-k0283,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
486,prod-t03000-k0190,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
487,prod-t10000-k0329,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
488,prod-t00100-k0289,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
489,prod-t01000-k0393,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
490,prod-t03000-k0312,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
491,prod-t03000-k0222,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
492,prod-t03000-k0109,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
493,prod-t00100-k0325,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
494,prod-t00016-k0205,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
495,prod-t00016-k0008,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
496,prod-t10000-k0335,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
497,prod-t03000-k0201,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
498,prod-t00016-k0278,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
499,prod-t00100-k0047,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
500,prod-t10000-k0267,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
501,prod-t01000-k0065,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
502,prod-t01000-k0244,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
503,prod-t03000-k0135,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
504,prod-t03000-k0111,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
505,prod-t00100-k0391,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
506,prod-t00016-k0328,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
507,prod-t01000-k0012,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
508,prod-t03000-k0343,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
509,prod-t01000-k0009,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
510,prod-t00100-k0061,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
511,prod-t01000-k0217,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
512,prod-t10000-k0364,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
513,prod-t00100-k0026,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
514,prod-t00016-k0212,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
515,prod-t00016-k0032,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
516,prod-t10000-k0146,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
517,prod-t00016-k0220,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
518,prod-t00016-k0382,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
519,prod-t01000-k0258,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
520,prod-t10000-k0015,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
521,prod-t00100-k0112,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
522,prod-t00016-k0247,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
523,prod-t00100-k0116,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
524,prod-t00100-k0162,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
525,prod-t03000-k0174,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
526,prod-t10000-k0082,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
527,prod-t00100-k0002,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
528,prod-t10000-k0035,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
529,prod-t10000-k0249,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
530,prod-t03000-k0260,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
531,prod-t03000-k0355,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
532,prod-t00100-k0103,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
533,prod-t10000-k0000,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
534,prod-t01000-k0160,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
535,prod-t01000-k0359,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
536,prod-t00016-k0198,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
537,prod-t10000-k0300,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
538,prod-t00016-k0018,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
539,prod-t01000-k0370,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
540,prod-t00100-k0225,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
541,prod-t03000-k0056,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
542,prod-t00100-k0311,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
543,prod-t01000-k0086,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
544,prod-t03000-k0173,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
545,prod-t00016-k0195,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
546,prod-t00016-k0284,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
547,prod-t00100-k0344,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
548,prod-t03000-k0350,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
549,prod-t00016-k0319,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
550,prod-t01000-k0025,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
551,prod-t01000-k0063,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
552,prod-t00100-k0229,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
553,prod-t00100-k0009,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
554,prod-t01000-k0357,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
555,prod-t00016-k0131,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
556,prod-t01000-k0372,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
557,prod-t00100-k0337,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
558,prod-t01000-k0265,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
559,prod-t01000-k0142,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
560,prod-t00016-k0152,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
561,prod-t01000-k0013,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
562,prod-t01000-k0245,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
563,prod-t00016-k0219,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
564,prod-t01000-k0273,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
565,prod-t10000-k0296,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
566,prod-t10000-k0013,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
567,prod-t00100-k0185,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
568,prod-t00100-k0105,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
569,prod-t03000-k0250,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
570,prod-t00100-k0194,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
571,prod-t10000-k0042,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
572,prod-t03000-k0374,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
573,prod-t10000-k0207,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
574,prod-t01000-k0156,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
575,prod-t00016-k0254,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
576,prod-t00016-k0126,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
577,prod-t01000-k0052,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
578,prod-t00100-k0135,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
579,prod-t00016-k0306,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
580,prod-t00100-k0080,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
581,prod-t01000-k0154,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
582,prod-t00100-k0213,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
583,prod-t00100-k0202,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
584,prod-t03000-k0154,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
585,prod-t03000-k0288,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
586,prod-t00016-k0031,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
587,prod-t00100-k0304,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
588,prod-t01000-k0277,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
589,prod-t10000-k0076,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
590,prod-t00016-k0093,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
591,prod-t01000-k0379,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
592,prod-t03000-k0058,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
593,prod-t00016-k0322,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
594,prod-t03000-k0285,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
595,prod-t00016-k0331,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
596,prod-t00016-k0395,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
597,prod-t00100-k0258,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
598,prod-t00016-k0321,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
599,prod-t01000-k0129,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
600,prod-t00100-k0242,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
601,prod-t00100-k0372,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
602,prod-t00016-k0350,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
603,prod-t00016-k0364,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
604,prod-t10000-k0292,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
605,prod-t10000-k0256,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
606,prod-t00100-k0000,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
607,prod-t10000-k0241,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
608,prod-t00016-k0007,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
609,prod-t00016-k0014,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
610,prod-t03000-k0187,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
611,prod-t01000-k0227,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
612,prod-t00100-k0010,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
613,prod-t03000-k0062,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
614,prod-t10000-k0130,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
615,prod-t00016-k0313,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
616,prod-t00016-k0082,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
617,prod-t01000-k0194,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
618,prod-t00100-k0235,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
619,prod-t00100-k0332,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
620,prod-t03000-k0359,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
621,prod-t10000-k0339,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
622,prod-t10000-k0090,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
623,prod-t00016-k0239,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
624,prod-t10000-k0331,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
625,prod-t01000-k0311,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
626,prod-t00100-k0247,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
627,prod-t01000-k0351,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
628,prod-t10000-k0279,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
629,prod-t03000-k0020,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
630,prod-t10000-k0071,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
631,prod-t00016-k0359,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
632,prod-t03000-k0112,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
633,prod-t10000-k0341,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
634,prod-t03000-k0358,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
635,prod-t00016-k0271,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
636,prod-t03000-k0189,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
637,prod-t10000-k0295,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
638,prod-t00016-k0204,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
639,prod-t10000-k0108,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
640,prod-t01000-k0114,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
641,prod-t00016-k0384,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
642,prod-t01000-k0340,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
643,prod-t00016-k0097,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
644,prod-t10000-k0351,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
645,prod-t01000-k0157,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
646,prod-t03000-k0026,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
647,prod-t00100-k0366,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
648,prod-t00100-k0167,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
649,prod-t03000-k0140,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
650,prod-t10000-k0181,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
651,prod-t03000-k0087,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
652,prod-t10000-k0128,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
653,prod-t00016-k0210,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
654,prod-t03000-k0297,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
655,prod-t00016-k0154,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
656,prod-t03000-k0105,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
657,prod-t03000-k0330,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
658,prod-t00100-k0110,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
659,prod-t00100-k0300,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
660,prod-t00016-k0391,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
661,prod-t10000-k0012,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
662,prod-t03000-k0031,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
663,prod-t00016-k0372,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
664,prod-t00016-k0336,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
665,prod-t00100-k0290,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
666,prod-t03000-k0175,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
667,prod-t00100-k0257,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
668,prod-t03000-k0131,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
669,prod-t00100-k0031,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
670,prod-t00016-k0371,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
671,prod-t03000-k0172,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
672,prod-t03000-k0090,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
673,prod-t03000-k0114,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
674,prod-t01000-k0331,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
675,prod-t00100-k0117,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
676,prod-t10000-k0277,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
677,prod-t01000-k0253,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
678,prod-t10000-k0027,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
679,prod-t00016-k0026,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
680,prod-t01000-k0094,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
681,prod-t00016-k0229,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
682,prod-t00100-k0184,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
683,prod-t00016-k0268,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
684,prod-t00100-k0183,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
685,prod-t01000-k0246,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
686,prod-t01000-k0345,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
687,prod-t10000-k0094,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
688,prod-t03000-k0092,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
689,prod-t00100-k0214,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
690,prod-t10000-k0244,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
691,prod-t00100-k0370,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
692,prod-t00100-k0042,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
693,prod-t00016-k0309,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
694,prod-t00100-k0201,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
695,prod-t10000-k0231,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
696,prod-t00100-k0234,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
697,prod-t03000-k0270,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
698,prod-t03000-k0239,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
699,prod-t10000-k0073,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
700,prod-t01000-k0316,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
701,prod-t10000-k0009,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
702,prod-t01000-k0384,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
703,prod-t01000-k0248,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
704,prod-t03000-k0229,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
705,prod-t03000-k0134,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
706,prod-t01000-k0090,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
707,prod-t00100-k0265,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
708,prod-t01000-k0220,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
709,prod-t01000-k0027,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
710,prod-t01000-k0225,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
711,prod-t01000-k0034,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
712,prod-t01000-k0337,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
713,prod-t01000-k0118,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
714,prod-t00100-k0136,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
715,prod-t01000-k0366,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
716,prod-t00100-k0097,prod,1,100,100,batch-turnaround-gpt-5.6-luna-2026-09-10:t00100,20260910
717,prod-t01000-k0252,prod,1,1000,1000,batch-turnaround-gpt-5.6-luna-2026-09-10:t01000,20260910
718,prod-t10000-k0162,prod,1,10000,10000,batch-turnaround-gpt-5.6-luna-2026-09-10:t10000,20260910
719,prod-t00016-k0017,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
720,prod-t00016-k0162,prod,1,16,16,batch-turnaround-gpt-5.6-luna-2026-09-10:t00016,20260910
721,prod-t03000-k0089,prod,1,3000,3000,batch-turnaround-gpt-5.6-luna-2026-09-10:t03000,20260910
